gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:55 PM CEST
voltage interval, 1
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, Voltage, RX Sampling Point(tap), Link, ES_VERT_OFFSET, ES_HORZ_OFFSET, BER
2222, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -21, 1, 0x5d, 0xfeb,  2.478E-004
2223, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -20, 1, 0x5d, 0xfec,  9.940E-005
2224, 00:4:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -19, 1, 0x5d, 0xfed,  9.525E-005
2225, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -18, 1, 0x5d, 0xfee,  1.359E-006
2226, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -17, 1, 0x5d, 0xfef,  9.835E-008
2227, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -16, 1, 0x5d, 0xff0,  1.490E-009
2228, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -15, 1, 0x5d, 0xff1,  1.490E-009
2229, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -14, 1, 0x5d, 0xff2,  1.490E-009
2230, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -13, 1, 0x5d, 0xff3,  1.490E-009
2231, 00:4:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -12, 1, 0x5d, 0xff4,  1.490E-009
2232, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -11, 1, 0x5d, 0xff5,  1.490E-009
2233, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -10, 1, 0x5d, 0xff6,  1.490E-009
2234, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -9, 1, 0x5d, 0xff7,  1.490E-009
2235, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -8, 1, 0x5d, 0xff8,  1.490E-009
2236, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -7, 1, 0x5d, 0xff9,  1.490E-009
2237, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -6, 1, 0x5d, 0xffa,  1.490E-009
2238, 00:4:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -5, 1, 0x5d, 0xffb,  1.490E-009
2239, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -4, 1, 0x5d, 0xffc,  1.490E-009
2240, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -3, 1, 0x5d, 0xffd,  1.490E-009
2241, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -2, 1, 0x5d, 0xffe,  1.490E-009
2242, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, -1, 1, 0x5d, 0xfff,  1.490E-009
2243, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 0, 1, 0x5d, 0x0,  1.490E-009
2244, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 1, 1, 0x5d, 0x1,  1.490E-009
2245, 00:4:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 2, 1, 0x5d, 0x2,  1.490E-009
2246, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 3, 1, 0x5d, 0x3,  1.490E-009
2247, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 4, 1, 0x5d, 0x4,  1.490E-009
2248, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 5, 1, 0x5d, 0x5,  1.490E-009
2249, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 6, 1, 0x5d, 0x6,  1.490E-009
2250, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 7, 1, 0x5d, 0x7,  1.490E-009
2251, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 8, 1, 0x5d, 0x8,  1.490E-009
2252, 00:4:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 9, 1, 0x5d, 0x9,  1.490E-009
2253, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 10, 1, 0x5d, 0xa,  1.490E-009
2254, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 11, 1, 0x5d, 0xb,  1.490E-009
2255, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 12, 1, 0x5d, 0xc,  1.490E-009
2256, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 13, 1, 0x5d, 0xd,  1.490E-009
2257, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 14, 1, 0x5d, 0xe,  1.490E-009
2258, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 15, 1, 0x5d, 0xf,  1.490E-009
2259, 00:4:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 16, 1, 0x5d, 0x10,  1.490E-009
2260, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 17, 1, 0x5d, 0x11,  1.684E-007
2261, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 18, 1, 0x5d, 0x12,  1.490E-009
2262, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 19, 1, 0x5d, 0x13,  3.997E-006
2263, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 20, 1, 0x5d, 0x14,  9.903E-006
2264, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 21, 1, 0x5d, 0x15,  6.423E-005
2265, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 22, 1, 0x5d, 0x16,  2.847E-004
2266, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 23, 1, 0x5d, 0x17,  5.451E-003
2267, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 24, 1, 0x5d, 0x18,  6.956E-003
2268, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 25, 1, 0x5d, 0x19,  2.452E-002
2269, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 26, 1, 0x5d, 0x1a,  3.649E-002
2270, 00:4:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 27, 1, 0x5d, 0x1b,  6.248E-002
2271, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 28, 1, 0x5d, 0x1c,  4.678E-002
2272, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 29, 1, 0x5d, 0x1d,  1.568E-001
2273, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 30, 1, 0x5d, 0x1e,  1.342E-001
2274, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 31, 1, 0x5d, 0x1f,  1.977E-001
2275, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 93, 32, 1, 0x5d, 0x20,  2.359E-001
2276, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -32, 1, 0x5c, 0xfe0,  2.695E-001
2277, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -31, 1, 0x5c, 0xfe1,  2.522E-001
2278, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -30, 1, 0x5c, 0xfe2,  2.510E-001
2279, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -29, 1, 0x5c, 0xfe3,  2.073E-001
2280, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -28, 1, 0x5c, 0xfe4,  2.151E-001
2281, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -27, 1, 0x5c, 0xfe5,  1.226E-001
2282, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -26, 1, 0x5c, 0xfe6,  1.652E-001
2283, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -25, 1, 0x5c, 0xfe7,  1.025E-001
2284, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -24, 1, 0x5c, 0xfe8,  2.683E-003
2285, 00:4:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -23, 1, 0x5c, 0xfe9,  3.038E-002
2286, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -22, 1, 0x5c, 0xfea,  2.078E-003
2287, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -21, 1, 0x5c, 0xfeb,  2.856E-003
2288, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -20, 1, 0x5c, 0xfec,  1.930E-004
2289, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -19, 1, 0x5c, 0xfed,  1.940E-006
2290, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -18, 1, 0x5c, 0xfee,  2.089E-006
2291, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -17, 1, 0x5c, 0xfef,  1.043E-008
2292, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -16, 1, 0x5c, 0xff0,  1.490E-009
2293, 00:4:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -15, 1, 0x5c, 0xff1,  1.490E-009
2294, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -14, 1, 0x5c, 0xff2,  1.490E-009
2295, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -13, 1, 0x5c, 0xff3,  1.490E-009
2296, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -12, 1, 0x5c, 0xff4,  1.490E-009
2297, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -11, 1, 0x5c, 0xff5,  1.490E-009
2298, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -10, 1, 0x5c, 0xff6,  1.490E-009
2299, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -9, 1, 0x5c, 0xff7,  1.490E-009
2300, 00:4:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -8, 1, 0x5c, 0xff8,  1.490E-009
2301, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -7, 1, 0x5c, 0xff9,  1.490E-009
2302, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -6, 1, 0x5c, 0xffa,  1.490E-009
2303, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -5, 1, 0x5c, 0xffb,  1.490E-009
2304, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -4, 1, 0x5c, 0xffc,  1.490E-009
2305, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -3, 1, 0x5c, 0xffd,  1.490E-009
2306, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -2, 1, 0x5c, 0xffe,  1.490E-009
2307, 00:4:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, -1, 1, 0x5c, 0xfff,  1.490E-009
2308, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 0, 1, 0x5c, 0x0,  1.490E-009
2309, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 1, 1, 0x5c, 0x1,  1.490E-009
2310, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 2, 1, 0x5c, 0x2,  1.490E-009
2311, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 3, 1, 0x5c, 0x3,  1.490E-009
2312, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 4, 1, 0x5c, 0x4,  1.490E-009
2313, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 5, 1, 0x5c, 0x5,  1.490E-009
2314, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 6, 1, 0x5c, 0x6,  1.490E-009
2315, 00:4:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 7, 1, 0x5c, 0x7,  1.490E-009
2316, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 8, 1, 0x5c, 0x8,  1.490E-009
2317, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 9, 1, 0x5c, 0x9,  1.490E-009
2318, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 10, 1, 0x5c, 0xa,  1.490E-009
2319, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 11, 1, 0x5c, 0xb,  1.490E-009
2320, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 12, 1, 0x5c, 0xc,  1.490E-009
2321, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 13, 1, 0x5c, 0xd,  1.490E-009
2322, 00:4:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 14, 1, 0x5c, 0xe,  1.490E-009
2323, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 15, 1, 0x5c, 0xf,  1.490E-009
2324, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 16, 1, 0x5c, 0x10,  1.490E-009
2325, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 17, 1, 0x5c, 0x11,  1.490E-009
2326, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 18, 1, 0x5c, 0x12,  3.219E-007
2327, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 19, 1, 0x5c, 0x13,  1.706E-005
2328, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 20, 1, 0x5c, 0x14,  9.026E-005
2329, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 21, 1, 0x5c, 0x15,  8.567E-004
2330, 00:4:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 22, 1, 0x5c, 0x16,  1.452E-004
2331, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 23, 1, 0x5c, 0x17,  8.279E-003
2332, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 24, 1, 0x5c, 0x18,  1.272E-002
2333, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 25, 1, 0x5c, 0x19,  2.936E-002
2334, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 26, 1, 0x5c, 0x1a,  1.074E-002
2335, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 27, 1, 0x5c, 0x1b,  7.067E-002
2336, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 28, 1, 0x5c, 0x1c,  5.344E-002
2337, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 29, 1, 0x5c, 0x1d,  1.778E-001
2338, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 30, 1, 0x5c, 0x1e,  2.327E-001
2339, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 31, 1, 0x5c, 0x1f,  2.317E-001
2340, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 92, 32, 1, 0x5c, 0x20,  2.566E-001
2341, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -32, 1, 0x5b, 0xfe0,  2.541E-001
2342, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -31, 1, 0x5b, 0xfe1,  2.504E-001
2343, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -30, 1, 0x5b, 0xfe2,  2.231E-001
2344, 00:4:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -29, 1, 0x5b, 0xfe3,  2.349E-001
2345, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -28, 1, 0x5b, 0xfe4,  2.188E-001
2346, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -27, 1, 0x5b, 0xfe5,  1.928E-001
2347, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -26, 1, 0x5b, 0xfe6,  3.252E-002
2348, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -25, 1, 0x5b, 0xfe7,  7.823E-002
2349, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -24, 1, 0x5b, 0xfe8,  4.423E-002
2350, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -23, 1, 0x5b, 0xfe9,  1.842E-002
2351, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -22, 1, 0x5b, 0xfea,  3.335E-003
2352, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -21, 1, 0x5b, 0xfeb,  3.648E-005
2353, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -20, 1, 0x5b, 0xfec,  1.643E-004
2354, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -19, 1, 0x5b, 0xfed,  1.895E-006
2355, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -18, 1, 0x5b, 0xfee,  3.770E-007
2356, 00:4:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -17, 1, 0x5b, 0xfef,  3.576E-008
2357, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -16, 1, 0x5b, 0xff0,  1.490E-009
2358, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -15, 1, 0x5b, 0xff1,  1.490E-009
2359, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -14, 1, 0x5b, 0xff2,  1.490E-009
2360, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -13, 1, 0x5b, 0xff3,  1.490E-009
2361, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -12, 1, 0x5b, 0xff4,  1.490E-009
2362, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -11, 1, 0x5b, 0xff5,  1.490E-009
2363, 00:4:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -10, 1, 0x5b, 0xff6,  1.490E-009
2364, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -9, 1, 0x5b, 0xff7,  1.490E-009
2365, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -8, 1, 0x5b, 0xff8,  1.490E-009
2366, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -7, 1, 0x5b, 0xff9,  1.490E-009
2367, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -6, 1, 0x5b, 0xffa,  1.490E-009
2368, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -5, 1, 0x5b, 0xffb,  1.490E-009
2369, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -4, 1, 0x5b, 0xffc,  1.490E-009
2370, 00:4:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -3, 1, 0x5b, 0xffd,  1.490E-009
2371, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -2, 1, 0x5b, 0xffe,  1.490E-009
2372, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, -1, 1, 0x5b, 0xfff,  1.490E-009
2373, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 0, 1, 0x5b, 0x0,  1.490E-009
2374, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 1, 1, 0x5b, 0x1,  1.490E-009
2375, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 2, 1, 0x5b, 0x2,  1.490E-009
2376, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 3, 1, 0x5b, 0x3,  1.490E-009
2377, 00:4:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 4, 1, 0x5b, 0x4,  1.490E-009
2378, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 5, 1, 0x5b, 0x5,  1.490E-009
2379, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 6, 1, 0x5b, 0x6,  1.490E-009
2380, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 7, 1, 0x5b, 0x7,  1.490E-009
2381, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 8, 1, 0x5b, 0x8,  1.490E-009
2382, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 9, 1, 0x5b, 0x9,  1.490E-009
2383, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 10, 1, 0x5b, 0xa,  1.490E-009
2384, 00:4:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 11, 1, 0x5b, 0xb,  1.490E-009
2385, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 12, 1, 0x5b, 0xc,  1.490E-009
2386, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 13, 1, 0x5b, 0xd,  1.490E-009
2387, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 14, 1, 0x5b, 0xe,  1.490E-009
2388, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 15, 1, 0x5b, 0xf,  1.490E-009
2389, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 16, 1, 0x5b, 0x10,  1.490E-009
2390, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 17, 1, 0x5b, 0x11,  1.490E-009
2391, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 18, 1, 0x5b, 0x12,  1.746E-006
2392, 00:4:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 19, 1, 0x5b, 0x13,  2.399E-007
2393, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 20, 1, 0x5b, 0x14,  2.047E-005
2394, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 21, 1, 0x5b, 0x15,  1.005E-004
2395, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 22, 1, 0x5b, 0x16,  6.674E-003
2396, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 23, 1, 0x5b, 0x17,  2.644E-004
2397, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 24, 1, 0x5b, 0x18,  6.702E-004
2398, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 25, 1, 0x5b, 0x19,  3.211E-003
2399, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 26, 1, 0x5b, 0x1a,  1.309E-002
2400, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 27, 1, 0x5b, 0x1b,  5.614E-002
2401, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 28, 1, 0x5b, 0x1c,  5.289E-002
2402, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 29, 1, 0x5b, 0x1d,  2.069E-001
2403, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 30, 1, 0x5b, 0x1e,  2.286E-001
2404, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 31, 1, 0x5b, 0x1f,  2.016E-001
2405, 00:4:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 91, 32, 1, 0x5b, 0x20,  2.120E-001
2406, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -32, 1, 0x5a, 0xfe0,  2.985E-001
2407, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -31, 1, 0x5a, 0xfe1,  2.695E-001
2408, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -30, 1, 0x5a, 0xfe2,  2.504E-001
2409, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -29, 1, 0x5a, 0xfe3,  2.048E-001
2410, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -28, 1, 0x5a, 0xfe4,  1.822E-001
2411, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -27, 1, 0x5a, 0xfe5,  1.845E-001
2412, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -26, 1, 0x5a, 0xfe6,  1.333E-001
2413, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -25, 1, 0x5a, 0xfe7,  7.524E-002
2414, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -24, 1, 0x5a, 0xfe8,  5.825E-002
2415, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -23, 1, 0x5a, 0xfe9,  6.012E-003
2416, 00:4:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 90, -22, 1, 0x5a, 0xfea,  1.068E-003
