gt type, IBERT V6 GTX
device, XC6VLX240T
sw version, 14.6 P.68d (Build 14600.13.159.658)
date, 09/19/2014
time, 4:19 PM CEST
voltage interval, 
sweep test settings, RX Sampling Point, 0, 127, 
sweep test settings, TX Diff Swing, 590 mV (0110), 590 mV (0110), 
sweep test settings, TX Pre-Emphasis, 0.15 dB (0000), 0.15 dB (0000), 
sweep test settings, TX Post-Emphasis, 0.18 dB (00000), 0.18 dB (00000), 
sweep test settings, RX Eq, 0, 0, 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Emphasis, TX Post-Emphasis, RX Eq, RX Sampling Point(tap), Link, # Bits, # Errs, BER
1, 00:00:1, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 0, 0,  1.104E012,  1.104E012, 1
2, 00:00:2, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 1, 0,  3.498E012,  3.498E012, 1
3, 00:00:3, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 2, 1, 3914886040, 315737103,  8.065E-002
4, 00:00:4, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 3, 0,  3.548E012,  3.548E012, 1
5, 00:00:5, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 4, 0,  3.522E012,  3.522E012, 1
6, 00:00:7, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 5, 0,  2.329E012,  2.329E012, 1
7, 00:00:8, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 6, 0,  3.557E012,  3.557E012, 1
8, 00:00:9, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 7, 1, 3921458200, 314812891,  8.028E-002
9, 00:00:10, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 8, 1, 3886643680, 304898331,  7.845E-002
10, 00:00:11, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 9, 0,  3.514E012,  3.514E012, 1
11, 00:00:12, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 10, 0,  3.551E012,  3.551E012, 1
12, 00:00:13, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 11, 1, 3910044660, 310234833,  7.934E-002
13, 00:00:14, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 12, 1, 3910108380, 312228297,  7.985E-002
14, 00:00:16, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 13, 1, 3920270020, 307787969,  7.851E-002
15, 00:00:17, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 14, 1, 3910685480, 311577135,  7.967E-002
16, 00:00:18, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 15, 1, 3919190440, 312942326,  7.985E-002
17, 00:00:19, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 16, 1, 3905331120, 312383599,  7.999E-002
18, 00:00:20, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 17, 1, 3922712200, 316972653,  8.080E-002
19, 00:00:21, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 18, 0,  3.549E012,  3.549E012, 1
20, 00:00:22, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 19, 1, 3917861540, 317417550,  8.102E-002
21, 00:00:23, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 20, 1, 3912441120, 318556273,  8.142E-002
22, 00:00:24, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 21, 1, 3916023340, 327640472,  8.367E-002
23, 00:00:25, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 22, 1, 3898640720, 334199324,  8.572E-002
24, 00:00:27, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 23, 1, 3910652960, 342007456,  8.746E-002
25, 00:00:28, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 24, 0,  3.550E012,  3.550E012, 1
26, 00:00:29, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 25, 0,  3.536E012,  3.536E012, 1
27, 00:00:30, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 26, 1, 3905872920, 389334804,  9.968E-002
28, 00:00:31, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 27, 0,  3.554E012,  3.554E012, 1
29, 00:00:32, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 28, 0,  3.559E012,  3.559E012, 1
30, 00:00:33, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 29, 1, 3897422040, 444245541,  1.140E-001
31, 00:00:34, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 30, 0,  3.559E012,  3.559E012, 1
32, 00:00:35, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 31, 1, 3902875360, 514504942,  1.318E-001
33, 00:00:36, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 32, 0,  3.541E012,  3.541E012, 1
34, 00:00:38, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 33, 1, 3918509540, 619711204,  1.581E-001
35, 00:00:39, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 34, 1, 3909580600, 638921600,  1.634E-001
36, 00:00:40, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 35, 1, 3916612020, 767637752,  1.960E-001
37, 00:00:41, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 36, 1, 3914868380, 893085139,  2.281E-001
38, 00:00:42, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 37, 1, 3914859980, 1300832218,  3.323E-001
39, 00:00:43, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 38, 0,  3.553E012,  3.553E012, 1
40, 00:00:44, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 39, 0,  3.553E012,  3.553E012, 1
41, 00:00:45, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 40, 0,  3.550E012,  3.550E012, 1
42, 00:00:46, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 41, 0,  3.532E012,  3.532E012, 1
43, 00:00:47, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 42, 1, 3893933540, 18494620,  4.750E-003
44, 00:00:49, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 43, 1, 3910132400, 6364391,  1.628E-003
45, 00:00:50, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 44, 1, 3895363020, 2755416,  7.074E-004
46, 00:00:51, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 45, 1, 3904693500, 366199,  9.378E-005
47, 00:00:52, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 46, 1, 3913810780, 89181,  2.279E-005
48, 00:00:53, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 47, 1, 3915496360, 40886,  1.044E-005
49, 00:00:54, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 48, 1, 3877027420, 851,  2.195E-007
50, 00:00:55, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 49, 1, 3914299720, 478,  1.221E-007
51, 00:00:56, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 50, 1, 3910111960, 102,  2.609E-008
52, 00:00:57, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 51, 1, 3891860900, 1,  2.569E-010
53, 00:00:59, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 52, 1, 3901009480, 0,  2.563E-010
54, 00:00:60, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 53, 1, 3914898400, 0,  2.554E-010
55, 00:1:1, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 54, 1, 3917841860, 0,  2.552E-010
56, 00:1:2, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 55, 1, 3901134500, 0,  2.563E-010
57, 00:1:3, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 56, 1, 3905878500, 0,  2.560E-010
58, 00:1:4, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 57, 1, 3922070120, 0,  2.550E-010
59, 00:1:5, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 58, 1, 3905880900, 0,  2.560E-010
60, 00:1:6, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 59, 1, 3904705100, 0,  2.561E-010
61, 00:1:7, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 60, 1, 3902241340, 0,  2.563E-010
62, 00:1:8, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 61, 1, 3907668980, 0,  2.559E-010
63, 00:1:10, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 62, 1, 3905286220, 0,  2.561E-010
64, 00:1:11, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 63, 1, 3915477920, 0,  2.554E-010
65, 00:1:12, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 64, 1, 3919715320, 0,  2.551E-010
66, 00:1:13, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 65, 1, 3916651260, 0,  2.553E-010
67, 00:1:14, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 66, 1, 3895067240, 0,  2.567E-010
68, 00:1:15, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 67, 1, 3905276940, 0,  2.561E-010
69, 00:1:16, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 68, 1, 3908236840, 0,  2.559E-010
70, 00:1:17, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 69, 1, 3910046600, 0,  2.558E-010
71, 00:1:18, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 70, 1, 3896263420, 0,  2.567E-010
72, 00:1:19, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 71, 1, 3918483420, 0,  2.552E-010
73, 00:1:21, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 72, 1, 3916662460, 0,  2.553E-010
74, 00:1:22, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 73, 1, 3911864380, 0,  2.556E-010
75, 00:1:23, 590 mV (0110), 0.15 dB (0000), 0.18 dB (00000), 0, 74, 1, 3898022660, 0,  2.565E-010
